AGE,SEXE,NB_POLICE,FORMATION,STATUT_MARITAL,LOISIR,EMPLOI,V_MARQUE,V_ANNEE,S_HEURE,NB_VEH_IMPLIQUE,NB_BLESSE,NB_TEMOIN,TYPE_SINISTRE,TYPE_COLLISION,SEV_SINISTRE,AUTORITE,DOMMAGE_MATERIEL,PROCES_VERB,FRAUDE
96,M,4,Secondaire,Veuve,jeux-plateau,agriculteur,Volkswagen,2019,15,1,2,2,Collision isolée,Collision coté,Dommage majeur,Pompier,NON,O,N
98,M,1,Aucun,Marié,cross-fit,commercant,Ford,2016,22,1,2,0,Stationnement,Collision arrière,Dommage mineur,Police,?,N,N
92,M,7,Professionel,Veuf,musique,employé,Ford,2005,12,1,2,3,Vol,?,Bris,Police,NON,N,O
94,M,4,Primaire,Veuf,camping,chauffeur,Ford,2019,19,1,2,1,Collision multiple,Collision coté,Perte totale,Aucun,?,O,N
24,M,1,Aucun,Marié,équitation,ouvrier,Fiat,2015,15,1,2,2,Collision isolée,?,Dommage majeur,Aucun,?,N,N
18,M,6,Professionel,Veuf,musique,sans-emploi,Saab,2005,6,1,2,0,Collision multiple,Collision arrière,Perte totale,Police,NON,N,N
108,M,4,Primaire,Veuf,kayak,cadre,Renault,2020,21,3,1,3,Vol,Collision frontale,Bris,Police,NON,O,N
37,F,1,Professionel,Marié,équitation,sécurité,Renault,2009,0,3,2,2,Collision isolée,?,Dommage majeur,Police,NON,N,N
62,F,7,Secondaire,Veuf,cinéma,sécurité,Renault,2021,14,3,1,1,Collision multiple,Collision arrière,Perte totale,Police,OUI,N,N
64,F,3,Secondaire,Marié,jeux-plateau,cadre,Audi,2019,21,3,2,3,Vol,Collision frontale,Dommage mineur,Aucun,NON,O,N
58,F,9,Professionel,Divorcé,golf,professeur,Audi,2015,11,3,1,2,Collision isolée,Collision coté,Dommage majeur,Aucun,OUI,O,N
83,F,5,3ème cycle,Concubinage,cinéma,prof-médicale,Audi,2021,8,3,1,3,Vol,?,Bris,Police,OUI,N,O
108,F,2,Baccalauréat,Divorcé,basketball,cadre,Audi,2016,5,3,1,3,Vol,Collision frontale,Dommage mineur,Police,OUI,O,N
110,F,9,Professionel,Divorcé,golf,employé,Accura,1999,19,2,1,2,Collision isolée,?,Dommage majeur,Police,NON,N,N
32,F,6,Secondaire,Concubinage,cinéma,employé,Accura,2018,16,2,0,3,Vol,?,Bris,Police,OUI,N,O
57,M,3,Primaire,Divorcé,basketball,artisant,Accura,2005,13,2,0,0,Stationnement,Collision frontale,Dommage mineur,SAMU-SMUR,?,O,N
82,M,8,Aucun,Concubinage,jeux-vidéo,commercant,Accura,2019,10,2,0,0,Stationnement,Collision arrière,Perte totale,SAMU-SMUR,?,N,N
84,M,5,Baccalauréat,Célibataire,jeu-échecs,artisant,Honda,2016,16,2,0,3,Vol,Collision frontale,Bris,Aucun,OUI,O,N
108,M,2,3ème cycle,Veuve,danse,artisant,Volkswagen,2022,13,2,0,0,Stationnement,Collision frontale,Dommage mineur,Aucun,OUI,O,N
103,M,7,Aucun,Célibataire,jeux-vidéo,employé,Volkswagen,2009,0,1,2,3,Collision multiple,Collision frontale,Bris,SAMU-SMUR,?,O,N
63,M,4,Primaire,Veuve,camping,agriculteur,Volkswagen,2022,7,2,0,1,Collision isolée,Collision coté,Dommage majeur,Police,?,O,N
58,M,1,Aucun,Marié,équitation,commercant,Ford,2019,21,1,2,0,Stationnement,Collision arrière,Dommage mineur,Police,?,N,N
82,M,7,Primaire,Veuf,musique,commercant,Ford,2009,18,1,2,1,Collision multiple,Collision arrière,Perte totale,Police,?,N,N
77,M,4,Secondaire,Marié,camping,professeur,Ford,2020,15,1,2,2,Collision isolée,Collision coté,Dommage majeur,Police,NON,O,N
102,F,1,Professionel,Marié,lecture,prof-médicale,Fiat,2017,6,3,2,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,NON,N,N
103,M,7,Primaire,Veuf,musique,ouvrier,Saab,2022,12,1,2,3,Vol,?,Bris,Aucun,NON,N,O
33,F,3,Professionel,Divorcé,basketball,sans-emploi,Fiat,2016,6,3,1,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,NON,N,O
17,F,9,Secondaire,Concubinage,exercise,professeur,Suburu,2021,2,3,1,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,NON,O,N
106,F,5,Baccalauréat,Divorcé,saut-élastique,chauffeur,Fiat,2018,17,3,1,3,Stationnement,Collision frontale,Dommage mineur,Pompier,OUI,O,O
36,F,3,3ème cycle,Concubinage,chasse,ouvrier,Suburu,2021,20,3,1,3,Vol,?,Bris,Autre,OUI,N,O
91,F,8,Baccalauréat,Divorcé,golf,cadre,Suburu,2016,1,2,1,3,Stationnement,Collision frontale,Dommage mineur,Aucun,OUI,O,O
109,F,5,3ème cycle,Concubinage,cinéma,sécurité,Suburu,2020,4,2,0,3,Stationnement,Collision arrière,Perte totale,Aucun,?,N,N
39,M,2,Primaire,Célibataire,basketball,technicien,Saab,2017,19,1,2,1,Collision multiple,Collision coté,Perte totale,Aucun,?,O,N
40,M,8,3ème cycle,Veuve,parachutisme,cadre,Saab,2021,22,1,0,0,Collision isolée,?,Dommage majeur,Aucun,?,N,N
88,M,5,Primaire,Veuf,kayak,ouvrier,Saab,2017,12,1,2,3,Vol,?,Bris,Aucun,?,N,N
90,M,1,Primaire,Veuve,danse,technicien,Renault,2015,19,1,0,1,Collision multiple,Collision coté,Dommage majeur,Autre,?,O,N
84,M,7,Aucun,Marié,marche,sécurité,BMW,2022,9,1,2,0,Stationnement,Collision arrière,Dommage mineur,Autre,?,O,N
86,M,4,Aucun,Célibataire,jeu-échecs,employé,BMW,2017,16,1,0,2,Collision isolée,?,Bris,Aucun,?,N,N
111,M,1,Primaire,Veuve,danse,artisant,Audi,2009,21,3,0,3,Vol,Collision frontale,Bris,Aucun,?,O,N
105,M,7,Aucun,Marié,marche,ingénieur,Nissan,2022,3,1,2,2,Collision isolée,Collision coté,Dommage majeur,Pompier,NON,O,N
100,F,4,Professionel,Célibataire,kayak,sans-emploi,Mercedes,2019,18,3,2,0,Stationnement,Collision arrière,Perte totale,Autre,NON,N,N
60,M,9,Secondaire,Marié,équitation,artisant,Nissan,1999,21,1,2,3,Vol,Collision frontale,Dommage mineur,Autre,NON,O,N
55,F,6,Professionel,Divorcé,saut-élastique,employé,Mercedes,2019,11,3,1,2,Collision isolée,?,Dommage majeur,Autre,NON,O,N
56,M,3,Professionel,Veuf,kayak,sans-emploi,Mercedes,2017,18,1,2,0,Stationnement,Collision arrière,Perte totale,Pompier,NON,N,N
51,F,9,Secondaire,Concubinage,exercise,agriculteur,Toyota,2005,8,3,1,3,Vol,Collision frontale,Bris,Pompier,NON,O,N
75,F,6,Professionel,Divorcé,saut-élastique,agriculteur,Honda,2016,5,3,1,2,Stationnement,Collision frontale,Dommage mineur,Pompier,NON,N,O
36,F,3,Secondaire,Concubinage,chasse,professeur,Honda,2022,16,2,1,3,Vol,Collision frontale,Bris,Aucun,NON,O,N
30,F,8,Baccalauréat,Divorcé,golf,chauffeur,Toyota,2020,23,3,1,1,Collision isolée,Collision coté,Dommage majeur,Autre,OUI,O,N
25,M,6,3ème cycle,Divorcé,camping,sécurité,Suburu,2016,13,2,0,0,Stationnement,Collision arrière,Dommage mineur,Autre,OUI,N,N
49,M,3,Baccalauréat,Concubinage,cross-fit,chauffeur,Suburu,2021,10,2,0,1,Collision multiple,Collision arrière,Perte totale,Autre,OUI,N,N
74,M,8,3ème cycle,Veuve,parachutisme,chauffeur,Suburu,2017,7,2,0,2,Collision isolée,Collision coté,Dommage majeur,Autre,?,O,N
76,M,5,3ème cycle,Veuve,cinéma,sécurité,Saab,2015,14,2,1,0,Stationnement,Collision arrière,Dommage mineur,Pompier,OUI,N,N
101,M,2,Baccalauréat,Célibataire,cross-fit,technicien,Saab,2019,11,2,0,1,Collision multiple,Collision coté,Perte totale,Pompier,OUI,O,N
95,M,7,Primaire,Veuve,parachutisme,cadre,Chevrolet,2017,1,2,0,3,Stationnement,Collision frontale,Dommage mineur,Autre,?,O,N
97,M,5,3ème cycle,Veuve,cinéma,employé,BMW,2005,16,1,0,2,Collision isolée,?,Dommage majeur,Autre,?,N,N
91,M,1,Aucun,Célibataire,cross-fit,contremaître,BMW,2019,22,2,0,1,Collision multiple,Collision arrière,Perte totale,Pompier,?,N,N
21,M,7,Primaire,Veuve,parachutisme,ingénieur,Peugeot,2017,19,2,0,1,Collision multiple,Collision coté,Dommage majeur,Pompier,?,O,N
99,M,4,Primaire,Veuf,kayak,ingénieur,Renault,2009,3,3,2,1,Vol,Collision frontale,Bris,Police,NON,O,N
53,F,1,Professionel,Divorcé,golf,sécurité,Renault,2021,0,3,1,2,Collision isolée,?,Dommage majeur,Police,NON,N,N
77,F,6,Secondaire,Concubinage,cinéma,technicien,Renault,2016,20,3,1,3,Vol,Collision frontale,Bris,Police,NON,N,O
102,F,3,Professionel,Divorcé,basketball,technicien,Renault,2020,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,Police,OUI,O,O
62,F,9,Secondaire,Concubinage,exercise,employé,Chevrolet,2009,20,3,1,3,Vol,?,Bris,Police,NON,N,O
87,F,6,Baccalauréat,Divorcé,saut-élastique,artisant,Chevrolet,2020,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,Pompier,OUI,O,O
40,M,2,Baccalauréat,Célibataire,cross-fit,contremaître,Chevrolet,2005,4,2,0,3,Vol,?,Bris,Pompier,OUI,N,N
96,M,8,3ème cycle,Veuve,parachutisme,commercant,Saab,2016,15,1,0,2,Collision isolée,?,Dommage majeur,Aucun,?,O,N
90,M,4,Aucun,Célibataire,jeu-échecs,employé,Chevrolet,2009,22,2,0,0,Stationnement,Collision arrière,Perte totale,Autre,?,N,N
58,M,7,Primaire,Veuf,parachutisme,chauffeur,Toyota,2021,19,1,2,1,Collision multiple,Collision coté,Perte totale,Police,?,O,N
35,M,1,Primaire,Veuve,danse,cadre,Saab,2015,13,1,0,3,Vol,Collision frontale,Dommage mineur,Aucun,?,O,N
72,M,7,Primaire,Veuf,musique,prof-médicale,Ford,2016,6,1,2,1,Collision multiple,Collision arrière,Perte totale,Police,NON,N,N
74,M,4,Primaire,Veuve,camping,ingénieur,Fiat,2005,13,1,0,3,Vol,Collision frontale,Dommage mineur,Aucun,?,O,N
68,M,1,Aucun,Marié,équitation,employé,Fiat,2018,18,1,2,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,?,N,N
82,M,6,Secondaire,Marié,marche,ingénieur,Toyota,2020,11,3,2,1,Collision isolée,Collision coté,Dommage majeur,Autre,NON,O,N
77,F,3,Professionel,Divorcé,kayak,contremaître,Fiat,2017,18,3,1,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,NON,N,O
102,F,9,Secondaire,Concubinage,exercise,ingénieur,Fiat,1999,14,3,1,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,NON,N,N
31,F,6,Professionel,Divorcé,saut-élastique,ingénieur,Fiat,2018,11,3,1,2,Collision isolée,Collision coté,Dommage majeur,SAMU-SMUR,OUI,O,N
26,M,3,3ème cycle,Concubinage,chasse,contremaître,Chevrolet,2015,2,2,1,0,Stationnement,Collision arrière,Perte totale,Pompier,OUI,N,N
27,F,9,Secondaire,Concubinage,exercise,commercant,Chevrolet,1999,8,3,1,3,Vol,?,Bris,Police,NON,N,N
52,F,6,Baccalauréat,Divorcé,saut-élastique,agriculteur,Chevrolet,2017,5,3,1,0,Stationnement,Collision frontale,Dommage mineur,Police,OUI,O,O
77,F,2,3ème cycle,Concubinage,chasse,sans-emploi,Chevrolet,1999,2,3,1,0,Stationnement,Collision arrière,Perte totale,Autre,OUI,N,N
72,M,8,Baccalauréat,Célibataire,jeux-vidéo,agriculteur,Peugeot,2020,16,2,0,3,Vol,Collision frontale,Bris,SAMU-SMUR,OUI,O,N
66,F,5,Baccalauréat,Divorcé,saut-élastique,professeur,Peugeot,2017,7,2,0,1,Collision isolée,Collision coté,Dommage majeur,Pompier,?,O,N
91,M,2,Aucun,Concubinage,chasse,prof-médicale,Nissan,1999,4,1,0,2,Collision isolée,?,Bris,Pompier,?,N,N
21,M,8,Primaire,Célibataire,parachutisme,cadre,Nissan,2018,1,1,0,3,Vol,Collision frontale,Bris,Pompier,?,O,N
22,M,5,3ème cycle,Veuve,camping,professeur,Accura,2015,7,2,0,2,Collision isolée,Collision coté,Dommage majeur,Police,?,O,N
47,M,1,Aucun,Célibataire,cross-fit,prof-médicale,Nissan,2018,18,1,2,1,Vol,Collision arrière,Perte totale,Pompier,?,N,O
95,M,7,Aucun,Marié,marche,prof-médicale,Audi,2022,21,1,2,0,Stationnement,Collision arrière,Dommage mineur,Pompier,?,N,N
79,F,3,Secondaire,Concubinage,jeux-plateau,chauffeur,Audi,2009,9,3,1,3,Vol,Collision frontale,Bris,Aucun,NON,O,N
80,M,9,Secondaire,Divorcé,équitation,cadre,Audi,2020,5,3,1,0,Stationnement,Collision arrière,Dommage mineur,Aucun,NON,O,O
105,M,6,Professionel,Veuf,musique,sécurité,Peugeot,1999,2,3,1,1,Collision multiple,Collision arrière,Perte totale,Aucun,OUI,N,N
58,F,3,Baccalauréat,Divorcé,basketball,professeur,Audi,2021,23,3,1,2,Collision isolée,Collision coté,Dommage majeur,Police,OUI,O,N
53,M,9,3ème cycle,Divorcé,lecture,contremaître,Accura,2018,14,2,0,0,Stationnement,Collision arrière,Dommage mineur,Police,OUI,N,N
54,F,6,3ème cycle,Concubinage,cinéma,sécurité,Mercedes,2015,20,3,1,3,Vol,?,Bris,Autre,OUI,N,O
102,M,2,3ème cycle,Veuve,chasse,sécurité,Accura,2016,14,2,0,0,Stationnement,Collision arrière,Dommage mineur,Police,OUI,N,N
32,M,8,Aucun,Célibataire,jeux-vidéo,prof-médicale,Accura,2005,4,2,0,3,Vol,?,Bris,Police,?,N,O
57,M,5,3ème cycle,Veuve,camping,technicien,Nissan,2017,7,2,0,2,Collision isolée,Collision coté,Dommage majeur,Police,?,O,N
82,M,1,Aucun,Célibataire,cross-fit,sécurité,Volkswagen,2009,22,1,0,0,Stationnement,Collision arrière,Perte totale,SAMU-SMUR,?,N,N
107,M,7,Primaire,Veuf,parachutisme,technicien,Volkswagen,2020,19,1,2,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,?,O,N
108,M,5,Primaire,Veuve,camping,artisant,Volkswagen,2016,9,1,2,0,Stationnement,Collision frontale,Dommage mineur,SAMU-SMUR,NON,O,N
31,M,1,Aucun,Veuf,cross-fit,contremaître,Volkswagen,2020,12,1,2,3,Vol,?,Bris,SAMU-SMUR,?,N,O
86,M,7,Secondaire,Marié,marche,ingénieur,Volkswagen,2015,9,1,2,0,Stationnement,Collision frontale,Dommage mineur,Pompier,NON,O,N
81,F,4,Professionel,Marié,kayak,contremaître,Toyota,1999,0,3,1,2,Collision isolée,?,Dommage majeur,Pompier,NON,N,N
82,M,1,Primaire,Veuf,lecture,commercant,Ford,2020,6,1,2,1,Collision multiple,Collision arrière,Perte totale,Police,NON,N,N
77,F,6,Secondaire,Concubinage,marche,artisant,Toyota,2015,21,3,2,3,Vol,Collision frontale,Bris,SAMU-SMUR,NON,O,N
102,F,3,Professionel,Divorcé,basketball,commercant,Fiat,2022,18,3,1,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,NON,N,O
31,F,9,Secondaire,Concubinage,exercise,agriculteur,Fiat,2017,14,3,1,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,NON,N,N
33,M,6,Secondaire,Divorcé,marche,agriculteur,Fiat,1999,11,3,1,2,Collision isolée,Collision coté,Dommage majeur,SAMU-SMUR,OUI,O,N
81,F,2,3ème cycle,Concubinage,chasse,sans-emploi,Fiat,2018,8,3,1,2,Vol,?,Bris,Pompier,OUI,N,O
106,F,8,Baccalauréat,Divorcé,golf,chauffeur,Fiat,2005,5,2,1,3,Vol,Collision frontale,Dommage mineur,Pompier,OUI,O,N
100,M,6,3ème cycle,Divorcé,camping,sans-emploi,Suburu,2016,19,2,0,2,Collision isolée,?,Dommage majeur,Pompier,OUI,O,N
61,M,2,Baccalauréat,Célibataire,cross-fit,professeur,Chevrolet,2005,23,2,0,1,Collision multiple,Collision coté,Perte totale,Pompier,OUI,O,N
85,M,8,3ème cycle,Veuve,parachutisme,prof-médicale,Saab,2019,19,2,0,2,Collision isolée,?,Dommage majeur,Pompier,OUI,O,N
80,M,4,Aucun,Célibataire,jeu-échecs,ouvrier,Chevrolet,2016,10,1,0,0,Stationnement,Collision arrière,Perte totale,Autre,?,N,N
82,M,2,Baccalauréat,Célibataire,cross-fit,technicien,BMW,1999,0,2,0,3,Vol,Collision frontale,Bris,Autre,OUI,N,O
76,M,7,Primaire,Veuve,parachutisme,cadre,Peugeot,2021,7,2,0,1,Collision multiple,Collision coté,Dommage majeur,Pompier,?,O,N
101,M,4,Aucun,Célibataire,jeu-échecs,sécurité,BMW,2005,4,1,0,2,Collision isolée,?,Bris,Pompier,?,N,N
54,M,1,Secondaire,Veuve,danse,ingénieur,BMW,2019,15,1,2,1,Collision multiple,Collision coté,Dommage majeur,Aucun,NON,O,N
56,M,7,Aucun,Marié,marche,contremaître,Nissan,2016,21,1,2,0,Stationnement,Collision arrière,Dommage mineur,Pompier,?,O,N
50,M,3,Professionel,Veuf,kayak,sécurité,Nissan,2005,12,1,2,2,Collision isolée,?,Bris,Autre,NON,N,N
105,M,9,Secondaire,Marié,équitation,ingénieur,Audi,2009,5,3,1,0,Stationnement,Collision arrière,Dommage mineur,Aucun,NON,O,N
35,M,6,Professionel,Veuf,musique,employé,Audi,2022,12,1,2,2,Collision isolée,?,Bris,Autre,NON,N,N
30,F,3,Secondaire,Concubinage,chasse,ingénieur,Mercedes,2019,2,3,1,1,Collision multiple,Collision coté,Perte totale,Autre,NON,N,N
54,F,9,Professionel,Divorcé,golf,ingénieur,Mercedes,2009,23,3,1,2,Collision isolée,Collision coté,Dommage majeur,Autre,OUI,O,N
49,M,6,Professionel,Veuf,musique,sans-emploi,Honda,2022,14,2,1,0,Stationnement,Collision arrière,Perte totale,Aucun,OUI,N,N
50,F,3,Secondaire,Concubinage,chasse,commercant,Toyota,2019,20,3,1,3,Vol,?,Bris,Pompier,NON,N,O
75,F,9,Baccalauréat,Divorcé,golf,agriculteur,Honda,2022,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,Pompier,OUI,O,O
17,M,5,3ème cycle,Veuve,camping,sans-emploi,Nissan,2018,4,1,0,2,Stationnement,?,Bris,Pompier,?,N,N
65,M,1,Primaire,Veuf,lecture,ingénieur,Nissan,2009,18,1,2,1,Collision multiple,Collision coté,Perte totale,Pompier,?,N,N
32,M,5,Primaire,Divorcé,camping,technicien,Accura,2016,19,1,0,1,Collision multiple,Collision coté,Dommage majeur,SAMU-SMUR,?,O,N
69,M,1,Secondaire,Veuve,équitation,cadre,BMW,2022,9,1,2,2,Vol,Collision frontale,Dommage mineur,Aucun,NON,O,N
106,F,6,Baccalauréat,Marié,saut-élastique,professeur,Fiat,2021,23,3,1,1,Collision isolée,Collision coté,Dommage majeur,Pompier,OUI,O,N
62,F,9,Secondaire,Concubinage,exercise,cadre,Accura,2016,17,3,2,3,Collision multiple,Collision coté,Perte totale,Autre,NON,N,N
103,M,7,Primaire,Veuf,musique,technicien,Toyota,2009,6,1,2,1,Collision multiple,Collision coté,Perte totale,Police,?,N,N
81,M,1,Professionel,Veuf,lecture,employé,Volkswagen,2020,0,1,2,3,Vol,?,Bris,SAMU-SMUR,NON,N,O
65,F,6,Professionel,Veuf,musique,commercant,Audi,2020,0,3,2,2,Collision isolée,?,Bris,Autre,NON,N,N
37,F,2,3ème cycle,Concubinage,chasse,employé,Chevrolet,2017,14,3,1,0,Stationnement,Collision arrière,Perte totale,SAMU-SMUR,OUI,N,N
74,M,7,Aucun,Célibataire,jeux-vidéo,contremaître,Ford,2009,4,2,0,2,Vol,?,Bris,Aucun,?,N,O
88,M,1,Aucun,Marié,équitation,artisant,Audi,2017,5,3,1,0,Stationnement,Collision frontale,Dommage mineur,Aucun,OUI,O,N
61,M,5,3ème cycle,Veuve,cinéma,sécurité,Chevrolet,2005,2,2,0,0,Stationnement,Collision arrière,Dommage mineur,Pompier,OUI,N,N
23,F,6,Secondaire,Concubinage,cinéma,professeur,Fiat,1999,2,3,1,1,Collision multiple,Collision coté,Perte totale,Police,NON,N,N
69,F,6,Secondaire,Concubinage,cinéma,commercant,Accura,2021,2,3,1,1,Collision multiple,Collision arrière,Perte totale,Autre,NON,N,N
59,F,8,Baccalauréat,Concubinage,golf,ouvrier,Audi,2009,20,3,1,2,Vol,?,Bris,Police,OUI,N,N
51,M,1,Primaire,Veuf,lecture,sans-emploi,Volkswagen,2022,0,1,2,3,Vol,?,Bris,SAMU-SMUR,NON,N,O
48,M,4,Primaire,Veuve,camping,ingénieur,Honda,2022,7,2,0,1,Collision isolée,Collision coté,Dommage majeur,Police,?,O,N
73,M,1,Aucun,Célibataire,cross-fit,employé,Volkswagen,2017,4,1,0,2,Collision isolée,?,Bris,Police,?,N,N
98,M,6,Secondaire,Marié,marche,technicien,Volkswagen,2020,15,1,2,1,Collision isolée,Collision coté,Dommage majeur,Pompier,NON,O,N
28,M,4,Aucun,Marié,jeux-plateau,commercant,Toyota,2016,22,1,2,0,Stationnement,Collision arrière,Dommage mineur,Police,?,N,N
22,M,9,Professionel,Veuf,lecture,employé,Ford,2009,12,1,2,2,Vol,?,Bris,SAMU-SMUR,NON,N,O
80,M,9,Secondaire,Marié,équitation,cadre,Nissan,2009,9,1,2,3,Stationnement,Collision frontale,Dommage mineur,Autre,NON,O,N
75,F,7,Professionel,Marié,saut-élastique,employé,Mercedes,2020,0,3,1,0,Collision isolée,?,Dommage majeur,Autre,NON,N,N
99,F,4,Secondaire,Concubinage,chasse,cadre,Mercedes,2016,20,3,1,3,Vol,?,Bris,Autre,NON,N,O
29,F,9,Professionel,Divorcé,golf,cadre,Mercedes,2022,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,Autre,OUI,O,O
84,F,6,Secondaire,Concubinage,cinéma,contremaître,Accura,2015,20,3,1,3,Vol,?,Bris,Autre,NON,N,O
109,F,3,Baccalauréat,Divorcé,basketball,ingénieur,Accura,2020,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,Autre,OUI,O,O
39,F,8,3ème cycle,Concubinage,exercise,employé,Peugeot,2020,14,3,1,3,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,OUI,N,N
23,M,5,3ème cycle,Veuve,camping,employé,Nissan,2016,15,2,0,2,Collision isolée,?,Dommage majeur,Pompier,OUI,O,N
47,M,2,Baccalauréat,Célibataire,cross-fit,employé,BMW,2018,12,1,0,3,Vol,?,Bris,Pompier,NON,O,N
96,M,7,Aucun,Marié,marche,employé,Honda,2015,2,3,1,2,Collision multiple,Collision arrière,Perte totale,Police,NON,N,N
80,F,2,Baccalauréat,Divorcé,basketball,cadre,Volkswagen,2018,13,2,0,0,Stationnement,Collision frontale,Dommage mineur,Police,OUI,N,O
64,M,8,Baccalauréat,Célibataire,jeux-vidéo,cadre,Volkswagen,1999,6,1,0,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,?,N,N
81,M,5,3ème cycle,Veuve,camping,cadre,Volkswagen,2017,10,1,2,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,?,N,O
106,M,1,Professionel,Célibataire,lecture,sécurité,Volkswagen,2009,0,1,2,3,Vol,?,Bris,Pompier,NON,N,N
108,M,7,Primaire,Veuf,parachutisme,cadre,Ford,2022,7,1,2,1,Collision multiple,Collision coté,Perte totale,Police,?,O,N
102,M,4,Secondaire,Marié,jeux-plateau,professeur,Ford,2017,21,1,2,0,Stationnement,Collision frontale,Dommage mineur,Police,NON,O,N
32,M,9,Professionel,Veuf,lecture,prof-médicale,Ford,2009,18,1,2,0,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,NON,N,N
34,M,7,Primaire,Veuf,musique,ingénieur,Fiat,2021,0,1,2,3,Vol,Collision frontale,Bris,Aucun,?,O,N
28,M,3,Secondaire,Marié,jeux-plateau,technicien,Saab,2019,15,1,2,1,Collision isolée,Collision coté,Dommage majeur,Police,NON,O,N
53,M,9,Professionel,Veuf,lecture,contremaître,Saab,2009,12,3,2,2,Collision isolée,?,Bris,Police,NON,N,N
47,F,7,Secondaire,Veuf,musique,agriculteur,Renault,2021,2,3,1,1,Collision multiple,Collision coté,Perte totale,Police,NON,N,N
49,M,3,Secondaire,Marié,jeux-plateau,artisant,BMW,2019,9,1,2,3,Vol,Collision frontale,Dommage mineur,Aucun,NON,O,N
44,F,9,Professionel,Divorcé,golf,employé,Audi,2015,23,3,1,2,Collision isolée,?,Dommage majeur,Aucun,NON,O,N
68,F,6,Secondaire,Concubinage,cinéma,employé,Audi,2021,20,3,1,3,Vol,?,Bris,Aucun,OUI,N,N
70,M,2,Secondaire,Divorcé,jeux-plateau,artisant,Chevrolet,2018,10,2,0,1,Stationnement,Collision frontale,Perte totale,Pompier,OUI,N,N
107,F,8,Baccalauréat,Divorcé,golf,agriculteur,BMW,2015,17,2,1,3,Vol,Collision frontale,Dommage mineur,SAMU-SMUR,OUI,O,N
101,M,5,3ème cycle,Veuve,camping,commercant,BMW,2021,7,2,0,2,Collision isolée,?,Dommage majeur,SAMU-SMUR,OUI,O,N
85,M,1,Primaire,Veuve,danse,artisant,BMW,2009,1,1,0,3,Vol,Collision frontale,Dommage mineur,Autre,?,O,N
79,M,8,3ème cycle,Veuve,parachutisme,ouvrier,Saab,2017,15,1,2,2,Collision isolée,Collision coté,Dommage majeur,Autre,?,O,N
40,M,4,Primaire,Veuf,kayak,agriculteur,Saab,2021,15,1,2,2,Vol,Collision frontale,Dommage mineur,Police,NON,O,N
88,F,1,Professionel,Marié,lecture,ouvrier,Saab,2016,12,1,2,2,Stationnement,Collision arrière,Dommage mineur,Police,NON,N,N
18,F,7,Secondaire,Veuf,cinéma,artisant,Renault,1999,2,3,1,1,Collision multiple,Collision coté,Perte totale,Police,NON,O,N
73,F,3,Professionel,Divorcé,kayak,sans-emploi,Renault,2016,6,3,1,0,Stationnement,Collision arrière,Dommage mineur,Police,NON,N,O
98,F,9,Secondaire,Concubinage,exercise,chauffeur,Chevrolet,2022,2,3,1,1,Collision multiple,Collision coté,Perte totale,Police,NON,N,N
27,F,6,Professionel,Divorcé,saut-élastique,chauffeur,Chevrolet,2016,23,3,1,2,Collision isolée,Collision coté,Dommage majeur,Police,OUI,O,N
22,M,2,3ème cycle,Concubinage,chasse,sans-emploi,Peugeot,2009,14,2,1,0,Stationnement,Collision arrière,Perte totale,SAMU-SMUR,OUI,N,N
23,F,9,Secondaire,Concubinage,exercise,prof-médicale,Peugeot,2021,4,2,1,3,Vol,?,Bris,SAMU-SMUR,NON,N,O
72,M,5,3ème cycle,Veuve,camping,ouvrier,BMW,1999,7,2,1,0,Collision isolée,?,Dommage majeur,SAMU-SMUR,?,N,N
55,M,1,Primaire,Veuve,danse,chauffeur,Chevrolet,2016,1,1,0,3,Vol,Collision frontale,Dommage mineur,Autre,?,O,N
50,M,8,Aucun,Veuve,marche,sécurité,BMW,1999,15,1,2,2,Collision isolée,?,Dommage majeur,Autre,?,O,N
51,M,4,Aucun,Célibataire,jeu-échecs,prof-médicale,Peugeot,2021,22,2,0,0,Stationnement,Collision arrière,Perte totale,Pompier,?,N,N
46,M,1,Primaire,Veuf,lecture,professeur,Nissan,2017,12,1,2,3,Vol,Collision frontale,Bris,Pompier,?,O,N
70,M,7,Aucun,Marié,marche,professeur,Fiat,2021,9,1,1,2,Stationnement,Collision frontale,Dommage mineur,Pompier,OUI,O,N
